com_fosnr,Address,Date,Consumption_Base_Load_kWh,Consumption_Cooking_Lighting_etc_kWh,Consumption_EV_Charging_kWh,Consumption_Heat_Pump_kWh,Grid_Feed_In_PV_kWh,Grid_Import_Total_kWh,PV_Production_kWh,Self_Consumption_PV_kWh,is_grid_disturbance,is_price_spike_response
4001,Wynemattestrasse 17,2020-02-13,3.479,7.7828,0,64.0811,0,74.9829,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-02-14,3.929,8.7094,0,66.8844,0,79.1627,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-02-15,4.139,8.2955,0,65.2185,0,77.2931,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-02-16,4.066,8.0578,0,65.07000000000001,0,76.8339,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-02-17,3.578,7.4559,0,61.9028,0,72.5764,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-02-18,3.802,8.9679,0,56.6076,0,69.0178,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-02-19,3.837,9.2899,0,68.8187,0,81.586,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-02-20,3.93,9.7427,0,64.0832,0,77.3958,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-02-21,3.863,7.9311,0,67.2316,0,78.6659,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-02-22,4.171,9.913,0,59.0611,0,72.7853,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-02-23,3.8649999999999998,9.4575,0,63.7013,0,76.664,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-02-24,3.801,11.5624,0,61.3852,0,76.3887,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-02-25,3.532,9.4189,0,63.8047,0,76.3959,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-02-26,3.725,8.5056,0,61.760400000000004,0,73.631,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-02-27,3.698,7.5518,0,60.785199999999996,0,71.675,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-02-28,3.5180000000000002,7.8333,0,64.521,0,75.5124,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-02-29,4.041,10.1211,0,62.6569,0,76.4592,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-03-01,3.627,9.4925,0,68.6778,0,81.437,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-03-02,3.955,9.64,0,70.8355,0,84.0703,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-03-03,3.875,11.1877,0,59.1666,0,73.8694,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-03-04,4.048,6.0311,0,57.0796,0,66.7985,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-03-05,3.8970000000000002,10.4703,0,58.9692,0,72.9767,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-03-06,3.597,7.733,0,61.2857,0,72.2557,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-03-07,4.008,8.3185,0,57.3734,0,69.3404,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-03-08,3.963,9.1884,0,66.4885,0,79.28,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-03-09,3.959,8.043,0,51.6133,0,63.2556,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-03-10,3.698,9.688,0,55.0195,0,68.0458,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-03-11,3.624,8.2667,0,59.149300000000004,0,70.6803,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-03-12,4.134,8.6902,0,61.4684,0,73.9328,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-03-13,3.678,8.8245,0,52.6564,0,64.7992,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-03-14,3.815,7.9353,0,59.383700000000005,0,70.774,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-03-15,3.949,7.5717,0,57.4915,0,68.6518,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-03-16,4.429,8.5679,0,55.2879,0,67.9248,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-03-17,4.705,10.1092,0,56.2948,0,70.7487,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-03-18,4.9396,7.964,0,52.6958,0,65.2397,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-03-19,4.3225,8.9449,0,54.505,0,67.4126,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-03-20,4.2925,5.8202,0,51.4943,0,61.2466,0.36,0.36,0,0
4001,Wynemattestrasse 17,2020-03-21,4.433,11.9422,0,53.3652,0,69.3447,0.3957,0.3957,0,0
4001,Wynemattestrasse 17,2020-03-22,4.969,9.921800000000001,0,51.8033,0,66.1012,0.593,0.593,0,0
4001,Wynemattestrasse 17,2020-03-23,4.465,8.3196,0,55.7602,0,67.7922,0.7525999999999999,0.7525999999999999,0,0
4001,Wynemattestrasse 17,2020-03-24,4.3,7.9515,0,47.6902,0,58.9773,0.9644,0.9644,0,0
4001,Wynemattestrasse 17,2020-03-25,4.8655,8.3042,0,52.082,0,63.399300000000004,1.8526,1.8526,0,0
4001,Wynemattestrasse 17,2020-03-26,4.614,9.6804,0,47.7624,0,59.839400000000005,2.2177,2.2177,0,0
4001,Wynemattestrasse 17,2020-03-27,4.5385,8.8809,0,52.6969,0,63.2977,2.8183,2.8183,0,0
4001,Wynemattestrasse 17,2020-03-28,4.196,10.9854,0,43.3691,0,56.1472,2.403,2.403,0,0
4001,Wynemattestrasse 17,2020-03-29,4.378,9.8013,0,46.046,0,56.6199,3.6051,3.6051,0,0
4001,Wynemattestrasse 17,2020-03-30,4.529,9.1298,0,49.2659,0,57.7863,5.1387,5.1387,0,0
4001,Wynemattestrasse 17,2020-03-31,4.5635,9.7478,0,44.8575,0,54.0503,5.1185,5.1185,0,0
4001,Wynemattestrasse 17,2020-04-01,4.675,8.2922,0,47.5631,0,55.9405,4.5893,4.5893,0,0
4001,Wynemattestrasse 17,2020-04-02,4.6865,9.739,0,45.980199999999996,0.4646,54.9271,5.9427,5.4781,0,0
4001,Wynemattestrasse 17,2020-04-03,4.621,7.6207,0,45.5507,0,51.4395,6.3529,6.3529,0,0
4001,Wynemattestrasse 17,2020-04-04,4.4715,10.1276,0,40.003,0.099,48.1528,6.5482000000000005,6.4492,0,0
4001,Wynemattestrasse 17,2020-04-05,5.4758,9.0092,0,43.826100000000004,0.7344,48.9799,10.0652,9.3308,0,0
4001,Wynemattestrasse 17,2020-04-06,4.977,9.2182,0,42.8673,0.2891,48.9797,8.3718,8.0827,0,0
4001,Wynemattestrasse 17,2020-04-07,4.228,7.9871,0,40.4566,2.9106,45.5004,10.082,7.1713000000000005,0,0
4001,Wynemattestrasse 17,2020-04-08,4.768,5.7904,0,33.7437,2.1535,35.8647,10.5916,8.4381,0,0
4001,Wynemattestrasse 17,2020-04-09,4.4275,9.0291,0,38.7571,3.2291,44.0521,11.3913,8.162,0,0
4001,Wynemattestrasse 17,2020-04-10,4.7835,7.9533000000000005,0,41.1367,2.3151,44.8198,11.3686,9.0536,0,0
4001,Wynemattestrasse 17,2020-04-11,4.5615,14.0323,0,41.1265,0.9277000000000001,47.1871,13.4611,12.5334,0,0
4001,Wynemattestrasse 17,2020-04-12,4.5335,7.6754,0,41.5161,1.7977,45.5218,10.0006,8.2028,0,0
4001,Wynemattestrasse 17,2020-04-13,5.162,8.1249,0,38.891,4.8038,42.9686,14.0131,9.209299999999999,0,0
4001,Wynemattestrasse 17,2020-04-14,4.51,7.9257,0,34.4195,7.1466,36.8615,17.1403,9.993599999999999,0,0
4001,Wynemattestrasse 17,2020-04-15,4.984,7.5473,0,34.797200000000004,3.2906,37.8516,12.7674,9.4768,0,0
4001,Wynemattestrasse 17,2020-04-16,4.6795,7.5392,0,39.1178,7.9953,41.3215,18.01,10.0147,0,0
4001,Wynemattestrasse 17,2020-04-17,4.0755,6.4083000000000006,0,33.3993,11.2871,33.0698,22.1004,10.8131,0,0
4001,Wynemattestrasse 17,2020-04-18,4.4655,8.7126,0,34.7039,8.9754,36.3782,20.4792,11.5038,0,0
4001,Wynemattestrasse 17,2020-04-19,4.575,8.7856,0,35.0782,12.8585,39.5197,21.7773,8.9189,0,0
4001,Wynemattestrasse 17,2020-04-20,5.7626,7.8122,0,32.5263,10.9729,35.3551,21.719,10.7462,0,0
4001,Wynemattestrasse 17,2020-04-21,4.473,8.7148,0,37.212,13.702,40.6367,23.4654,9.7632,0,0
4001,Wynemattestrasse 17,2020-04-22,4.6055,8.0392,0,37.1742,12.491399999999999,39.2776,23.0322,10.541,0,0
4001,Wynemattestrasse 17,2020-04-23,4.8965,9.8449,0,31.494699999999998,12.306199999999999,34.6585,23.8839,11.5777,0,0
4001,Wynemattestrasse 17,2020-04-24,4.9685,8.2024,0,28.5798,17.312,31.5604,27.5025,10.1905,0,0
4001,Wynemattestrasse 17,2020-04-25,4.8855,8.1702,0,31.7354,14.5474,34.3897,24.9486,10.4012,0,0
4001,Wynemattestrasse 17,2020-04-26,4.987,8.0383,0,30.4645,11.0749,32.201299999999996,22.3639,11.2892,0,0
4001,Wynemattestrasse 17,2020-04-27,4.6885,9.764,0,29.744699999999998,18.2104,33.4795,28.928,10.7177,0,0
4001,Wynemattestrasse 17,2020-04-28,4.271,7.203,0,28.500700000000002,17.144099999999998,30.1518,26.9668,9.8227,0,0
4001,Wynemattestrasse 17,2020-04-29,4.009,6.7982000000000005,0,29.2771,19.1413,31.0904,28.1351,8.9935,0,0
4001,Wynemattestrasse 17,2020-04-30,4.054,8.2405,0,28.7893,21.1075,29.7047,32.4863,11.3789,0,0
4001,Wynemattestrasse 17,2020-05-01,3.951,6.7858,0,27.1254,12.4437,27.6298,22.6759,10.2322,0,0
4001,Wynemattestrasse 17,2020-05-02,4.119,7.4054,0,27.0341,9.147,30.0984,17.6069,8.4599,0,0
4001,Wynemattestrasse 17,2020-05-03,3.975,8.931000000000001,0,27.0142,21.2671,30.8903,30.2969,9.0297,0,0
4001,Wynemattestrasse 17,2020-05-04,4.207,5.957,0,24.8962,23.7305,26.2772,32.513600000000004,8.7831,0,0
4001,Wynemattestrasse 17,2020-05-05,4.138,9.4511,0,26.8919,22.9261,30.3729,33.0344,10.1083,0,0
4001,Wynemattestrasse 17,2020-05-06,4.218,9.177200000000001,0,23.8007,27.664,27.794900000000002,37.065,9.401,0,0
4001,Wynemattestrasse 17,2020-05-07,4.003,7.1011,0,25.0484,27.5553,24.9924,38.7163,11.161,0,0
4001,Wynemattestrasse 17,2020-05-08,4.234,8.4681,0,25.8078,23.763,27.8462,34.4268,10.6636,0,0
4001,Wynemattestrasse 17,2020-05-09,4.116,8.1572,0,22.804000000000002,29.814700000000002,23.1051,41.7861,11.9718,0,0
4001,Wynemattestrasse 17,2020-05-10,3.7136,9.8204,0,25.0427,19.5295,30.9084,27.198,7.6682999999999995,0,0
4001,Wynemattestrasse 17,2020-05-11,4.179,4.9976,0,20.2497,30.8532,21.8658,38.4138,7.5605,0,0
4001,Wynemattestrasse 17,2020-05-12,3.783,6.9305,0,21.1244,25.1819,24.313299999999998,32.7063,7.5245,0,0
4001,Wynemattestrasse 17,2020-05-13,3.693,8.4933,0,19.8065,33.2237,23.1708,42.0456,8.8219,0,0
4001,Wynemattestrasse 17,2020-05-14,3.842,9.9781,0,21.2481,27.0232,25.5351,36.556,9.5329,0,0
4001,Wynemattestrasse 17,2020-05-15,4.259,9.2659,0,21.7763,26.8599,25.3079,36.8532,9.9935,0,0
4001,Wynemattestrasse 17,2020-05-16,4.249,11.5972,0,18.985,31.227600000000002,23.7397,42.3194,11.0918,0,0
4001,Wynemattestrasse 17,2020-05-17,4.411,8.8163,0,18.331,33.1791,22.3367,42.4004,9.2212,0,0
4001,Wynemattestrasse 17,2020-05-18,4.454,8.8129,0,17.2785,43.839,21.0526,53.3318,9.492700000000001,0,0
4001,Wynemattestrasse 17,2020-05-19,4.299,10.6255,0,18.6964,31.567899999999998,22.813299999999998,42.3759,10.8078,0,0
4001,Wynemattestrasse 17,2020-05-20,4.042,7.4434,0,16.5372,36.9553,18.7832,46.1944,9.2393,0,0
4001,Wynemattestrasse 17,2020-05-21,3.901,8.4004,0,17.7927,45.5083,21.4802,54.122099999999996,8.6136,0,0
4001,Wynemattestrasse 17,2020-05-22,3.904,8.9807,0,16.0758,34.7841,20.5715,43.1727,8.3888,0,0
4001,Wynemattestrasse 17,2020-05-23,4.1744,8.0478,0,15.457699999999999,40.2629,16.0629,51.879799999999996,11.6168,0,0
4001,Wynemattestrasse 17,2020-05-24,2.9885,9.4259,0,16.3245,41.7895,20.6162,49.9119,8.1223,0,0
4001,Wynemattestrasse 17,2020-05-25,4.065,7.2354,0,15.1524,41.097,18.0544,49.495200000000004,8.3981,0,0
4001,Wynemattestrasse 17,2020-05-26,4.423,9.3264,0,12.2955,44.0319,15.7787,54.2983,10.2665,0,0
4001,Wynemattestrasse 17,2020-05-27,3.949,8.107099999999999,0,15.2321,40.870599999999996,16.5841,51.5747,10.7041,0,0
4001,Wynemattestrasse 17,2020-05-28,4.051,8.559099999999999,0,12.528599999999999,56.8163,18.1695,63.7855,6.9692,0,0
4001,Wynemattestrasse 17,2020-05-29,4.126,9.2781,0,12.4311,39.2731,18.2123,46.8964,7.6233,0,0
4001,Wynemattestrasse 17,2020-05-30,4.094,9.2885,0,12.4573,51.3584,15.6607,61.5376,10.179,0,0
4001,Wynemattestrasse 17,2020-05-31,4.279,8.2853,0,12.1285,36.3917,15.0298,46.0544,9.6626,0,0
4001,Wynemattestrasse 17,2020-06-01,3.742,7.761,0,11.0739,55.073,14.2564,63.3936,8.3204,0,0
4001,Wynemattestrasse 17,2020-06-02,4.294,6.9829,0,11.4195,48.5077,14.6057,56.5982,8.0908,0,0
4001,Wynemattestrasse 17,2020-06-03,3.976,8.5473,0,10.3379,41.8254,14.6332,50.0536,8.228,0,0
4001,Wynemattestrasse 17,2020-06-04,4.081,8.450000000000001,0,10.0452,50.5878,14.4195,58.7445,8.1568,0,0
4001,Wynemattestrasse 17,2020-06-05,4.102,9.0363,0,10.3104,45.7396,13.9017,55.2867,9.547,0,0
4001,Wynemattestrasse 17,2020-06-06,4.259,4.8696,0,9.8658,44.8093,12.5999,51.2038,6.3945,0,0
4001,Wynemattestrasse 17,2020-06-07,4.128,7.7945,0,9.192,42.989599999999996,12.9188,51.1858,8.1957,0,0
4001,Wynemattestrasse 17,2020-06-08,3.518,8.770199999999999,0,8.4143,48.6629,13.2236,56.142199999999995,7.479,0,0
4001,Wynemattestrasse 17,2020-06-09,4.053,7.4787,0,8.268,34.5157,12.8587,41.4565,6.9406,0,0
4001,Wynemattestrasse 17,2020-06-10,4.24,7.5679,0,8.4552,39.1571,13.2795,46.1409,6.9836,0,0
4001,Wynemattestrasse 17,2020-06-11,4.283,7.4951,0,6.8262,34.812,10.438,42.9783,8.1664,0,0
4001,Wynemattestrasse 17,2020-06-12,4.427,8.6468,0,7.6176,56.5617,11.436399999999999,65.8169,9.2551,0,0
4001,Wynemattestrasse 17,2020-06-13,4.001,8.3788,0,7.2377,41.9368,11.873899999999999,49.6807,7.7442,0,0
4001,Wynemattestrasse 17,2020-06-14,3.712,8.2677,0,6.6654,60.425,10.8183,68.2516,7.8267,0,0
4001,Wynemattestrasse 17,2020-06-15,3.574,8.0627,0,6.5462,49.963,11.1196,57.026199999999996,7.0634,0,0
4001,Wynemattestrasse 17,2020-06-16,4.224,8.8416,0,5.8491,37.9398,11.082699999999999,45.7715,7.8318,0,0
4001,Wynemattestrasse 17,2020-06-17,4.026,7.3773,0,5.2699,51.0906,10.1874,57.5769,6.4863,0,0
4001,Wynemattestrasse 17,2020-06-18,3.92,6.2582,0,5.3056,42.6664,9.7456,48.4047,5.7383,0,0
4001,Wynemattestrasse 17,2020-06-19,4.301,7.699,0,4.8315,48.0679,10.0848,54.8142,6.7464,0,0
4001,Wynemattestrasse 17,2020-06-20,3.84,7.6325,0,4.7234,37.530300000000004,9.723,44.0029,6.4727,0,0
4001,Wynemattestrasse 17,2020-06-21,3.818,7.5159,0,4.4906,41.4503,9.3426,47.9325,6.4821,0,0
4001,Wynemattestrasse 17,2020-06-22,4.127,8.0725,0,4.0514,56.5779,9.7289,63.1002,6.522,0,0
4001,Wynemattestrasse 17,2020-06-23,3.973,9.2741,0,3.8546,62.6282,9.7824,69.9477,7.3197,0,0
4001,Wynemattestrasse 17,2020-06-24,4.282,8.9581,0,3.4398,40.894,9.0591,48.5147,7.6206,0,0
4001,Wynemattestrasse 17,2020-06-25,4.471,8.8166,0,3.4355,41.1858,10.7421,47.167,5.981,0,0
4001,Wynemattestrasse 17,2020-06-26,3.931,5.9231,0,3.0822,57.4294,7.2924999999999995,63.073100000000004,5.6438,0,0
4001,Wynemattestrasse 17,2020-06-27,4.0200000000000005,6.4911,0,2.7565,52.2356,7.718,57.7849,5.5493,0,0
4001,Wynemattestrasse 17,2020-06-28,3.808,8.2206,0,2.5161,57.0322,7.9196,63.6575,6.6253,0,0
4001,Wynemattestrasse 17,2020-06-29,4.417,8.2429,0,2.2882000000000002,64.8041,9.079600000000001,70.67269999999999,5.8686,0,0
4001,Wynemattestrasse 17,2020-06-30,4.312,8.7438,0,2.1048,52.2164,8.4259,58.951100000000004,6.7346,0,0
4001,Wynemattestrasse 17,2020-07-01,3.63,7.8183,0,2.1017,50.733000000000004,7.1450000000000005,57.1378,6.405,0,0
4001,Wynemattestrasse 17,2020-07-02,4.205,9.3574,0,1.6671,49.3093,8.1617,56.3776,7.0682,0,0
4001,Wynemattestrasse 17,2020-07-03,4.208,6.8146,0,1.6568,44.362,8.6128,48.428200000000004,4.0663,0,0
4001,Wynemattestrasse 17,2020-07-04,4.163,11.467,0,1.5903,67.6383,10.7827,74.0757,6.4376999999999995,0,0
4001,Wynemattestrasse 17,2020-07-05,4.301,9.116,0,1.1518,64.9135,8.0802,71.4022,6.4888,0,0
4001,Wynemattestrasse 17,2020-07-06,4.6209999999999996,8.1692,0,1.1299,46.8364,8.2483,52.5086,5.6718,0,0
4001,Wynemattestrasse 17,2020-07-07,4.369,6.951499999999999,0,0.8526,51.7055,6.4262,57.4521,5.7464,0,0
4001,Wynemattestrasse 17,2020-07-08,4.227,7.0244,0,0.8585,59.1381,6.0411,65.207,6.0691,0,0
4001,Wynemattestrasse 17,2020-07-09,4.303,7.7669,0,0.7155,49.085300000000004,6.9224,54.9478,5.8625,0,0
4001,Wynemattestrasse 17,2020-07-10,4.116,7.6952,0,0.5901,53.3229,7.2374,58.4869,5.1636,0,0
4001,Wynemattestrasse 17,2020-07-11,4.368,8.3033,0,0.5352,39.7617,6.3302,46.6375,6.8761,0,0
4001,Wynemattestrasse 17,2020-07-12,3.98,9.446,0,0.4158,39.5129,7.8027,45.5517,6.0391,0,0
4001,Wynemattestrasse 17,2020-07-13,3.9250000000000003,8.1106,0,0.3662,43.8401,7.0021,49.239,5.3991,0,0
4001,Wynemattestrasse 17,2020-07-14,3.689,9.0947,0,0.2238,37.7741,6.9538,43.8277,6.0539,0,0
4001,Wynemattestrasse 17,2020-07-15,1.7999999999999998,0,0,0.019,34.8185,0.9593,35.6779,0.8597,0,0
4001,Wynemattestrasse 17,2020-07-16,1.7999999999999998,0,0,0.0133,54.3023,0.9543,55.1609,0.859,0,0
4001,Wynemattestrasse 17,2020-07-17,1.7999999999999998,0,0,0.0073999999999999995,45.3021,0.9505,46.159,0.8569,0,0
4001,Wynemattestrasse 17,2020-07-18,1.7999999999999998,0,0,0.0045000000000000005,51.1993,0.9480999999999999,52.0557,0.8564,0,0
4001,Wynemattestrasse 17,2020-07-19,1.7999999999999998,0,0,0.0019,44.7208,0.9465,45.5766,0.8553999999999999,0,0
4001,Wynemattestrasse 17,2020-07-20,1.7999999999999998,0,0,1e-4,43.0206,0.9450999999999999,43.8756,0.855,0,0
4001,Wynemattestrasse 17,2020-07-21,1.7999999999999998,0,0,0,29.9379,0.945,30.7929,0.855,0,0
4001,Wynemattestrasse 17,2020-07-22,1.7999999999999998,0,0,1e-4,45.407000000000004,0.945,46.2621,0.8551,0,0
4001,Wynemattestrasse 17,2020-07-23,1.7999999999999998,0,0,0.0014,44.3705,0.9460999999999999,45.2259,0.8553,0,0
4001,Wynemattestrasse 17,2020-07-24,1.7999999999999998,0,0,0.0047,45.4559,0.9486,46.3117,0.8561,0,0
4001,Wynemattestrasse 17,2020-07-25,1.7999999999999998,0,0,0.0084,42.2447,0.997,43.0561,0.8114,0,0
4001,Wynemattestrasse 17,2020-07-26,1.7999999999999998,0,0,0.0122,43.6564,0.9539,44.5143,0.8583000000000001,0,0
4001,Wynemattestrasse 17,2020-07-27,1.7999999999999998,0,0,0.0195,44.2247,0.9592,45.0849,0.8603000000000001,0,0
4001,Wynemattestrasse 17,2020-07-28,1.7999999999999998,0,0,0.0239,40.5401,0.9629,41.4012,0.861,0,0
4001,Wynemattestrasse 17,2020-07-29,1.7999999999999998,0,0,0.0331,37.46,0.9687,38.3244,0.8644,0,0
4001,Wynemattestrasse 17,2020-07-30,4.2620000000000005,9.5718,0,0.4323,30.891099999999998,7.695,37.462,6.5709,0,0
4001,Wynemattestrasse 17,2020-07-31,4.347,9.7,0,0.4914,36.6063,7.9727,43.1721,6.5659,0,0
4001,Wynemattestrasse 17,2020-08-01,3.969,7.4213,0,0.61,40.8582,6.8183,46.0401,5.182,0,0
4001,Wynemattestrasse 17,2020-08-02,3.618,9.8128,0,0.6925,32.993,7.7464,39.3697,6.3767,0,0
4001,Wynemattestrasse 17,2020-08-03,3.956,8.8817,0,0.8311999999999999,38.9545,8.6654,43.958,5.0039,0,0
4001,Wynemattestrasse 17,2020-08-04,3.933,7.3395,0,0.9682,37.464,6.9515,42.7533,5.2893,0,0
4001,Wynemattestrasse 17,2020-08-05,3.971,9.5306,0,1.1193,28.4555,8.8122,34.2644,5.8087,0,0
4001,Wynemattestrasse 17,2020-08-06,3.837,7.2439,0,1.2214,25.395,6.201,31.496199999999998,6.1013,0,0
4001,Wynemattestrasse 17,2020-08-07,4.194,7.4974,0,1.4901,27.1365,7.3942,32.9238,5.7873,0,0
4001,Wynemattestrasse 17,2020-08-08,4.161,11.5215,0,1.6653,31.9862,10.9945,38.340199999999996,6.3539,0,0
4001,Wynemattestrasse 17,2020-08-09,3.674,10.5974,0,1.8471,24.164,8.4817,31.8001,7.6363,0,0
