date,pv_production_k_wh,consumption_base_load_k_wh,consumption_heat_pump_k_wh,consumption_ev_charging_k_wh,consumption_cooking_lighting_etc_k_wh,grid_feed_in_pv_k_wh,grid_import_total_k_wh,self_consumption_pv_k_wh,temperature_daily_C,humidity_daily_pct,wind_speed_daily_ms
2020-01-27,0.36,3.609,65.6522,0,9.8963,0,78.7975,0.36,5.291666666666667,86.30416666666666,1.8291666666666666
2020-01-28,0.36,3.316,65.2432,0,6.5892,0,74.7883,0.36,5.345833333333333,80.47083333333333,4.391666666666667
2020-01-29,0.36,3.685,62.4633,0,8.4127,0,74.2011,0.36,3.904166666666667,87.30833333333334,3.2666666666666666
2020-01-30,0.36,3.545,75.1389,0,8.2158,0,86.5397,0.36,4.75,86.075,2.375
2020-01-31,0.36,4.016,66.2912,0,10.2635,0,80.2109,0.36,10.275,85.09166666666667,3.2375
2020-02-01,0.36,3.546,66.4216,0,11.2489,0,80.8561,0.36,8.941666666666666,87.53333333333333,3.0166666666666666
2020-02-02,0.36,3.452,69.0457,0,8.371599999999999,0,80.5093,0.36,10.845833333333333,85.52916666666667,5.0625
2020-02-03,0.36,3.532,66.3448,0,8.6992,0,78.2156,0.36,12.804166666666667,76.72083333333333,5.666666666666667
2020-02-04,0.36,3.216,68.0214,0,9.062,0,79.9396,0.36,5.058333333333334,78.93333333333334,4.358333333333333
2020-02-05,0.36,4.049,66.9426,0,9.1954,0,79.8269,0.36,2.6958333333333333,77.72916666666667,1.075
2020-02-06,0.36,3.821,67.9834,0,9.6121,0,81.0564,0.36,0.825,74.68333333333334,1.0333333333333332
2020-02-07,0.36,3.547,62.498999999999995,0,8.4498,0,74.1357,0.36,-0.09166666666666659,80.025,0.425
2020-02-08,0.36,3.902,69.4303,0,7.8177,0,80.7897,0.36,0.5458333333333334,81.76666666666667,0.5375
2020-02-09,0.36,3.677,64.1135,0,10.9798,0,78.4103,0.36,5.370833333333334,68.95416666666667,3.0500000000000003
2020-02-10,0.36,3.158,63.6466,0,8.7221,0,75.1667,0.36,10.4625,66.06666666666666,7.725
2020-02-11,0.36,3.306,64.19239999999999,0,10.797,0,77.9355,0.36,5.9625,75.14166666666667,5.258333333333334
2020-02-12,0.36,3.2760000000000002,62.780300000000004,0,7.560700000000001,0,73.2569,0.36,4.241666666666667,72.80416666666667,2.908333333333333
2020-02-13,0.36,3.393,63.4959,0,7.6724000000000006,0,74.2012,0.36,3.4458333333333333,79.9625,2.408333333333333
2020-02-14,0.36,3.765,65.84270000000001,0,8.7094,0,77.957,0.36,6.183333333333334,78.58333333333333,2.3958333333333335
2020-02-15,0.36,3.935,64.4357,0,8.2955,0,76.3063,0.36,4.045833333333333,83.79583333333333,0.8083333333333333
2020-02-16,0.36,3.824,64.0955,0,7.9712,0,75.5309,0.36,8.2625,69.44583333333333,2.3333333333333335
2020-02-17,0.36,3.4050000000000002,61.0557,0,7.3398,0,71.4402,0.36,9.370833333333334,76.32083333333334,2.625
2020-02-18,0.36,3.652,55.818799999999996,0,8.8653,0,67.9763,0.36,5.445833333333334,70.57083333333334,1.9083333333333334
2020-02-19,0.36,3.7640000000000002,67.8614,0,9.2899,0,80.5557,0.36,4.6,73.22083333333333,3.2041666666666666
2020-02-20,0.36,3.728,63.0823,0,9.61,0,76.0602,0.36,5.891666666666667,72.3125,1.7375
2020-02-21,0.36,3.716,66.3189,0,7.6448,0,77.3199,0.36,5.933333333333334,62.0375,1.9083333333333334
2020-02-22,0.36,4.046,58.375,0,9.8334,0,71.8947,0.36,5.475,69.5875,1.225
2020-02-23,0.36,3.658,62.915,0,9.1975,0,75.4108,0.36,12.129166666666666,50.983333333333334,3.033333333333333
2020-02-24,0.36,3.643,60.4697,0,11.5624,0,75.3152,0.36,13.9375,58.670833333333334,2.6666666666666665
2020-02-25,0.36,3.333,62.6198,0,9.3057,0,74.8988,0.36,6.404166666666667,84.3875,2.4875
2020-02-26,0.36,3.666,60.8459,0,8.3259,0,72.4779,0.36,2.4208333333333334,81.9875,3.6875
2020-02-27,0.36,3.571,59.7545,0,7.3692,0,70.3347,0.36,2.3125,82.6875,4.170833333333333
2020-02-28,0.36,3.363,63.631099999999996,0,7.505,0,74.1392,0.36,5.016666666666667,55.266666666666666,2.4583333333333335
2020-02-29,0.36,3.8609999999999998,62.2924,0,10.0925,0,75.8861,0.36,8.166666666666666,68.42916666666666,2.5458333333333334
2020-03-01,0.36,3.485,67.8172,0,9.2939,0,80.2358,0.36,8,75.61666666666667,3.091666666666667
2020-03-02,0.36,3.757,68.0997,0,9.4065,0,80.903,0.36,4.091666666666667,87.45833333333333,1.9333333333333333
2020-03-03,0.36,3.72,58.2244,0,10.8925,0,72.477,0.36,4.508333333333333,70.12916666666666,2.158333333333333
2020-03-04,0.36,3.848,54.700900000000004,0,5.7087,0,63.8975,0.36,4.408333333333333,72.38333333333334,0.9416666666666667
2020-03-05,0.36,3.706,58.2145,0,10.3677,0,71.9284,0.36,5.975,87.38333333333334,1.5625
2020-03-06,0.36,3.408,60.2119,0,7.6022,0,70.8621,0.36,5.591666666666667,74.51666666666667,4.645833333333333
2020-03-07,0.36,3.721,54.9569,0,8.2418,0,66.5602,0.36,4.554166666666666,68.85,1.6375
2020-03-08,0.36,3.763,65.8439,0,8.9552,0,78.2022,0.36,3.816666666666667,70.55833333333334,1.1708333333333334
2020-03-09,0.36,3.779,51.0528,0,7.8477,0,62.3198,0.36,5.816666666666666,79.33333333333333,1.9958333333333333
2020-03-10,0.36,3.607,54.1561,0,9.5464,0,66.9498,0.36,4.708333333333333,89.27083333333333,3.808333333333333
2020-03-11,0.36,3.547,58.4532,0,8.0214,0,69.6619,0.36,11.65,76.92083333333333,2.7625
2020-03-12,0.36,4.022,60.4551,0,8.494299999999999,0,72.6116,0.36,11.241666666666667,74.075,2.2375
2020-03-13,0.36,3.463,52.0142,0,8.4755,0,63.5931,0.36,7.8875,58.1375,2.6958333333333333
2020-03-14,0.36,3.623,58.607800000000005,0,7.6086,0,69.4794,0.36,4.683333333333334,70.4375,0.55
2020-03-15,0.36,3.765,56.6937,0,7.4578,0,67.556,0.36,5.983333333333333,72.9125,0.9583333333333334
2020-03-16,0.36,4.211,54.4135,0,8.3358,0,66.6003,0.36,8.4125,72.03333333333333,0.6166666666666667
2020-03-17,0.36,4.567,55.4555,0,9.8745,0,69.5367,0.36,10.008333333333333,70.95416666666667,0.75
2020-03-18,0.36,4.7766,52.1094,0,7.7876,0,64.3138,0.36,10.4875,71.875,0.6666666666666666
2020-03-19,0.36,4.2225,54.027300000000004,0,8.8738,0,66.7638,0.36,10.983333333333333,72.49583333333334,0.5291666666666667
2020-03-20,0.36,4.0915,50.8327,0,5.5847,0,60.1486,0.36,11.458333333333334,76.33333333333333,1.0583333333333333
2020-03-21,0.3957,4.323,52.583999999999996,0,11.5615,0,68.0728,0.3957,6.8875,87.3125,2.158333333333333
2020-03-22,0.593,4.839,50.7846,0,9.7117,0,64.7424,0.593,4.379166666666666,64.79583333333333,4.108333333333333
2020-03-23,0.7525999999999999,4.401,54.5427,0,8.1402,0,66.3313,0.7525999999999999,2.654166666666667,43.520833333333336,3.2041666666666666
2020-03-24,0.9644,4.125,47.1676,0,7.8652999999999995,0,58.1934,0.9644,2.8083333333333336,39.96666666666667,3.375
2020-03-25,1.8526,4.6975,51.4335,0,8.2263,0,62.5049,1.8526,3.1625,45.2875,2.9166666666666665
2020-03-26,2.2177,4.479,47.0326,0,9.3923,0,58.6865,2.2177,2.466666666666667,56.920833333333334,2.1458333333333335
2020-03-27,2.8183,4.4465,52.1036,0,8.5155,0,62.247,2.8183,5.395833333333333,63.141666666666666,0.8541666666666667
2020-03-28,2.403,4.059,42.570100000000004,0,10.8167,0,55.0425,2.403,8.758333333333333,64.80833333333334,0.8375
2020-03-29,3.6051,4.19,45.3961,0,9.6561,0,55.6368,3.6051,5.279166666666667,77.62083333333334,1.4916666666666667
2020-03-30,5.1387,4.454,48.6631,0,8.9826,0,56.9613,5.1387,1.9166666666666667,72.175,2.995833333333333
2020-03-31,5.1185,4.4255,43.9457,0,9.6764,0,52.9291,5.1185,3.3666666666666667,48.8,2.3333333333333335
2020-04-01,4.5893,4.525,47.1169,0,8.1902,0,55.2423,4.5893,4.141666666666667,50.733333333333334,1.0541666666666667
2020-04-02,5.9427,4.5515,45.5578,0,9.4936,0.4646,54.1243,5.4781,6.458333333333333,53.145833333333336,1.2041666666666666
2020-04-03,6.3529,4.507,44.902,0,7.3456,0,50.4017,6.3529,7.879166666666666,53.2,1.1833333333333333
2020-04-04,6.5482000000000005,4.3745,39.4015,0,9.9799,0.099,47.3066,6.4492,8.541666666666666,57.225,1.2166666666666666
2020-04-05,10.0652,5.2898,43.170300000000005,0,8.8385,0.7344,47.9673,9.3308,10.0375,53.52916666666667,1.1166666666666667
2020-04-06,8.3718,4.821,42.352199999999996,0,9.042300000000001,0.2891,48.1328,8.0827,11.708333333333332,54.59166666666667,0.8625
2020-04-07,10.082,4.063,39.7784,0,7.4902,2.9106,44.1603,7.1713000000000005,12.7875,55.145833333333336,1.4
2020-04-08,10.5916,4.514,33.0735,0,5.6945,2.1535,34.844500000000004,8.4381,13.4125,53.891666666666666,0.7916666666666666
2020-04-09,11.3913,4.2675,38.0582,0,8.9418,3.2291,43.1059,8.162,13.4625,53.795833333333334,0.8458333333333333
2020-04-10,11.3686,4.5655,40.7492,0,7.9236,2.3151,44.1847,9.0536,13.779166666666667,52.9125,0.85
2020-04-11,13.4611,4.3995,40.4324,0,13.9306,0.9277000000000001,46.2293,12.5334,13.991666666666667,54.520833333333336,0.7916666666666666
2020-04-12,10.0006,4.3645000000000005,40.9455,0,7.6328,1.7977,44.7396,8.2028,15.058333333333334,52.454166666666666,1.0875
2020-04-13,14.0131,4.938,38.2428,0,8.0086,4.8038,41.9802,9.209299999999999,15.512500000000001,50.15416666666667,1.7916666666666667
2020-04-14,17.1403,4.376,33.8302,0,7.7732,7.1466,35.9857,9.993599999999999,8.116666666666667,45.729166666666664,2.675
2020-04-15,12.7674,4.793,34.1426,0,7.3391,3.2906,36.7978,9.4768,9.5125,47.666666666666664,1.3416666666666668
2020-04-16,18.01,4.4755,38.3702,0,7.3187999999999995,7.9953,40.1494,10.0147,13.408333333333333,55.891666666666666,0.9458333333333333
2020-04-17,22.1004,3.8625,32.8535,0,6.0747,11.2871,31.9774,10.8131,15.920833333333334,55.854166666666664,1.0416666666666667
2020-04-18,20.4792,4.3155,34.186,0,8.4476,8.9754,35.4453,11.5038,16.141666666666666,59.6375,1.525
2020-04-19,21.7773,4.4270000000000005,34.6329,0,8.6772,12.8585,38.818,8.9189,16.2,63.324999999999996,1.6833333333333333
2020-04-20,21.719,5.5856,31.8593,0,7.5045,10.9729,34.2033,10.7462,14.8375,55.92916666666667,3.3958333333333335
2020-04-21,23.4654,4.283,36.6309,0,8.5035,13.702,39.6543,9.7632,13.700000000000001,48.82083333333333,2.5125
2020-04-22,23.0322,4.4135,36.7193,0,8.0267,12.491399999999999,38.6182,10.541,14.891666666666667,41.92916666666667,1.8375
2020-04-23,23.8839,4.7405,30.9434,0,9.5957,12.306199999999999,33.7021,11.5777,14.4625,46.05,1.0875
2020-04-24,27.5025,4.7655,28.1369,0,8.0531,17.312,30.7652,10.1905,15.004166666666666,52.125,1.5416666666666667
2020-04-25,24.9486,4.7395,31.2086,0,8.0041,14.5474,33.5508,10.4012,16.575,57.05833333333333,1.1791666666666667
2020-04-26,22.3639,4.834,29.9908,0,7.8409,11.0749,31.3772,11.2892,14.841666666666667,58.13333333333333,1.2125
2020-04-27,28.928,4.5485,29.255599999999998,0,9.5491,18.2104,32.6355,10.7177,16.395833333333332,63.50416666666667,2.0166666666666666
2020-04-28,26.9668,4.076,28.0857,0,7.0630999999999995,17.144099999999998,29.4019,9.8227,13.070833333333333,86.45,1.725
2020-04-29,28.1351,3.862,28.8516,0,6.7013,19.1413,30.4209,8.9935,11.625,77.52083333333333,2.2416666666666667
2020-04-30,32.4863,3.943,28.406,0,8.0134,21.1075,28.9833,11.3789,10.433333333333334,85.27916666666667,2.3166666666666664
2020-05-01,22.6759,3.811,26.6845,0,6.5642,12.4437,26.8273,10.2322,10.283333333333333,85.12916666666666,2.4166666666666665
2020-05-02,17.6069,3.931,26.5275,0,7.3856,9.147,29.384,8.4599,10.645833333333334,83.6875,2.175
2020-05-03,30.2969,3.766,26.5751,0,8.7202,21.2671,30.0314,9.0297,10.979166666666666,77.575,0.9041666666666667
2020-05-04,32.513600000000004,4.065,24.4143,0,5.7040999999999995,23.7305,25.4004,8.7831,15.475,72.425,1.1083333333333334
2020-05-05,33.0344,3.9,26.2795,0,9.3548,22.9261,29.4262,10.1083,12.054166666666667,88.7625,1.2625
2020-05-06,37.065,4.017,23.3811,0,8.9401,27.664,26.9373,9.401,11.170833333333334,69.20833333333333,1.3416666666666668
2020-05-07,38.7163,3.899,24.6241,0,6.9649,27.5553,24.3279,11.161,12.795833333333333,60.75416666666666,0.9166666666666666
2020-05-08,34.4268,4.125,25.502499999999998,0,8.4014,23.763,27.365099999999998,10.6636,16.945833333333333,65.8875,0.9875
2020-05-09,41.7861,3.943,22.5965,0,8.1114,29.814700000000002,22.6788,11.9718,19.441666666666666,61.9625,1.2916666666666667
2020-05-10,27.198,3.5606,24.8175,0,9.573599999999999,19.5295,30.2835,7.6682999999999995,19.208333333333332,70.0625,0.8666666666666667
2020-05-11,38.4138,3.94,19.8703,0,4.9019,30.8532,21.151699999999998,7.5605,11.6125,84.51666666666667,1.9625
2020-05-12,32.7063,3.715,20.8059,0,6.6802,25.1819,23.6765,7.5245,7.670833333333333,73.27916666666667,1.8916666666666666
2020-05-13,42.0456,3.555,19.5551,0,8.190199999999999,33.2237,22.4783,8.8219,8.729166666666666,89.66666666666667,1.1875
2020-05-14,36.556,3.69,20.8858,0,9.9009,27.0232,24.9436,9.5329,9.491666666666667,84.95416666666667,1.8666666666666667
2020-05-15,36.8532,4.144,21.4616,0,9.021799999999999,26.8599,24.6341,9.9935,10.766666666666667,75.92083333333333,1.6041666666666667
2020-05-16,42.3194,4.155,18.7369,0,11.5315,31.227600000000002,23.3319,11.0918,11.5875,70.7375,1.125
2020-05-17,42.4004,4.253,18.0514,0,8.547,33.1791,21.6298,9.2212,14.358333333333333,64.60416666666667,1.2416666666666667
2020-05-18,53.3318,4.26,16.934,0,8.6628,43.839,20.3641,9.492700000000001,16.183333333333334,59.59166666666667,1.2708333333333333
2020-05-19,42.3759,4.155,18.4205,0,10.3936,31.567899999999998,22.1615,10.8078,18.879166666666666,52.7375,1.825
2020-05-20,46.1944,3.874,16.3132,0,7.3663,36.9553,18.314,9.2393,19.079166666666666,52.454166666666666,1.6458333333333333
2020-05-21,54.122099999999996,3.721,17.5095,0,8.3324,45.5083,20.949,8.6136,18.370833333333334,62.6875,1.1083333333333334
2020-05-22,43.1727,3.779,15.8583,0,8.7026,34.7841,19.9509,8.3888,19.2875,64.87916666666666,1.1833333333333333
2020-05-23,51.879799999999996,4.0894,15.213,0,7.9018,40.2629,15.5872,11.6168,14.175,83.87916666666666,1.2541666666666667
2020-05-24,49.9119,2.9015,16.0342,0,9.2084,41.7895,20.0214,8.1223,12.945833333333333,69.4,1.3208333333333333
2020-05-25,49.495200000000004,3.8609999999999998,14.8843,0,6.9762,41.097,17.3231,8.3981,14.0875,66.87083333333334,1.2666666666666666
2020-05-26,54.2983,4.245,12.052200000000001,0,9.2421,44.0319,15.273200000000001,10.2665,15.279166666666667,59.425,1.725
2020-05-27,51.5747,3.813,15.0337,0,7.8681,40.870599999999996,16.0107,10.7041,15.845833333333333,51.87916666666666,1.6166666666666667
2020-05-28,63.7855,3.796,12.3462,0,8.4053,56.8163,17.5783,6.9692,15.8875,57.3875,1.3416666666666666
2020-05-29,46.8964,3.968,12.251,0,9.0894,39.2731,17.685399999999998,7.6233,15.516666666666667,47.575,2.9166666666666665
2020-05-30,61.5376,3.903,12.2093,0,9.2128,51.3584,15.146,10.179,15.295833333333333,51.275,2.154166666666667
2020-05-31,46.0544,4.166,11.9848,0,7.954,36.3917,14.4418,9.6626,15.4125,50.03333333333333,1.8916666666666666
2020-06-01,63.3936,3.594,10.9464,0,7.5527,55.073,13.7726,8.3204,17.379166666666666,51.670833333333334,1.4666666666666668
2020-06-02,56.5982,4.069,11.2796,0,6.877800000000001,48.5077,14.1357,8.0908,18.829166666666666,52.079166666666666,1.2458333333333333
2020-06-03,50.0536,3.894,10.1916,0,8.3288,41.8254,14.1864,8.228,18.716666666666665,57.666666666666664,1.7666666666666666
2020-06-04,58.7445,4.001,9.8846,0,8.2695,50.5878,13.9984,8.1568,15.375,84.95416666666667,1.8541666666666667
2020-06-05,55.2867,3.957,10.2169,0,8.9851,45.7396,13.612,9.547,13.2,81.08333333333333,3.0416666666666665
2020-06-06,51.2038,4.047,9.7482,0,4.6085,44.8093,12.0092,6.3945,16.033333333333335,74.64166666666667,3.1416666666666666
2020-06-07,51.1858,3.9,9.0704,0,7.6991,42.989599999999996,12.4738,8.1957,12.691666666666666,84.1125,0.7458333333333333
2020-06-08,56.142199999999995,3.412,8.3192,0,8.424199999999999,48.6629,12.6764,7.479,14.4,72.82916666666667,1.4
2020-06-09,41.4565,3.983,8.1396,0,7.4229,34.5157,12.6045,6.9406,13.033333333333333,86.44583333333334,0.975
2020-06-10,46.1409,4.021,8.3266,0,7.362,39.1571,12.725999999999999,6.9836,14.6375,81.59583333333333,1.1875
2020-06-11,42.9783,4.065,6.7109,0,7.3461,34.812,9.9556,8.1664,15.925,76.39166666666667,1.0625
2020-06-12,65.8169,4.22,7.5338,0,8.5134,56.5617,11.0122,9.2551,19.529166666666665,63.891666666666666,1.6791666666666667
2020-06-13,49.6807,3.861,7.1648,0,8.076,41.9368,11.3581,7.7442,17.0625,78.00833333333334,1.8875
2020-06-14,68.2516,3.556,6.5573,0,8.1488,60.425,10.4353,7.8267,14.5,88.99583333333334,1.4291666666666667
2020-06-15,57.026199999999996,3.427,6.4714,0,7.9104,49.963,10.7455,7.0634,16.3875,79.75833333333333,1.0458333333333334
2020-06-16,45.7715,3.988,5.7656,0,8.686300000000001,37.9398,10.6079,7.8318,17.5875,74.12083333333334,1.3583333333333334
2020-06-17,57.5769,3.837,5.1971,0,7.1393,51.0906,9.6876,6.4863,14.766666666666667,88.47916666666667,1.2958333333333334
2020-06-18,48.4047,3.774,5.2284999999999995,0,6.0422,42.6664,9.3064,5.7383,15.141666666666667,81,1.2166666666666666
2020-06-19,54.8142,4.045,4.7172,0,7.368,48.0679,9.3836,6.7464,14.125,87.49166666666667,1.2125
2020-06-20,44.0029,3.661,4.6502,0,7.5385,37.530300000000004,9.376900000000001,6.4727,16.683333333333334,75.53333333333333,1.1291666666666667
2020-06-21,47.9325,3.632,4.4369,0,7.4803,41.4503,9.0673,6.4821,18.5625,66.84166666666667,1.1
2020-06-22,63.1002,3.863,3.9985,0,7.9402,56.5779,9.2797,6.522,20.1625,65.17083333333333,1.25
2020-06-23,69.9477,3.825,3.7874,0,9.2113,62.6282,9.5044,7.3197,21.3875,56.425,1.6
2020-06-24,48.5147,4.021,3.3931,0,8.8386,40.894,8.6319,7.6206,21.645833333333332,54.333333333333336,1.525
2020-06-25,47.167,4.276,3.3965,0,8.8093,41.1858,10.5008,5.981,21.383333333333333,59.583333333333336,1.025
2020-06-26,63.073100000000004,3.714,3.0413,0,5.7596,57.4294,6.8711,5.6438,20.9875,70.84583333333333,1.0958333333333334
2020-06-27,57.7849,3.806,2.7052,0,6.2402,52.2356,7.2019,5.5493,20.879166666666666,76.3875,1.1458333333333333
2020-06-28,63.6575,3.657,2.4803,0,8.0162,57.0322,7.5283999999999995,6.6253,20.22083333333333,76.12083333333334,1.425
2020-06-29,70.67269999999999,4.191,2.2565,0,8.106300000000001,64.8041,8.6853,5.8686,18.0375,78.48333333333333,1.3958333333333333
2020-06-30,58.951100000000004,4.081,2.078,0,8.5773,52.2164,8.0016,6.7346,19.270833333333332,66.55,1.2833333333333334
2020-07-01,57.1378,3.466,2.0739,0,7.7331,50.733000000000004,6.868,6.405,22.429166666666667,66.19166666666666,1.6625
2020-07-02,56.3776,4.05,1.6498,0,8.9366,49.3093,7.5685,7.0682,19.708333333333332,76.09166666666667,1.5458333333333334
2020-07-03,48.428200000000004,4.023,1.6334,0,6.6266,44.362,8.2164,4.0663,17.858333333333334,67.2,1.0458333333333334
2020-07-04,74.0757,4.015,1.5619,0,11.3711,67.6383,10.5105,6.4376999999999995,18.966666666666665,65.55416666666666,1.0875
2020-07-05,71.4022,4.164,1.1305,0,8.7928,64.9135,7.5987,6.4888,21.22083333333333,68.15,1.6333333333333333
2020-07-06,52.5086,4.431,1.1177,0,8.078100000000001,46.8364,7.9549,5.6718,18.2125,65.01666666666667,2.4833333333333334
2020-07-07,57.4521,4.227,0.8313,0,6.9123,51.7055,6.2237,5.7464,16.758333333333333,56.27916666666667,1.2708333333333333
2020-07-08,65.207,4.074,0.8495,0,6.8946,59.1381,5.7493,6.0691,19.133333333333333,58.395833333333336,1.2333333333333334
2020-07-09,54.9478,4.132,0.7003,0,7.4296,49.085300000000004,6.3989,5.8625,22.054166666666667,59.025,1.2833333333333334
2020-07-10,58.4869,3.965,0.5811,0,7.3259,53.3229,6.7081,5.1636,22.158333333333335,65.425,1.6041666666666667
2020-07-11,46.6375,4.292,0.527,0,8.1551,39.7617,6.0977999999999994,6.8761,18.908333333333335,71.05,1.3541666666666667
2020-07-12,45.5517,3.803,0.40650000000000003,0,9.1609,39.5129,7.3313,6.0391,18.729166666666668,54.13333333333333,1.7541666666666667
2020-07-13,49.239,3.811,0.3633,0,7.8687000000000005,43.8401,6.6433,5.3991,18.9125,54.57083333333333,1.1083333333333334
2020-07-14,43.8277,3.547,0.2194,0,8.9663,37.7741,6.679,6.0539,19.52916666666667,56.041666666666664,1.15
2020-07-15,35.6779,1.7249999999999999,0.0186,0,0,34.8185,0.8839,0.8597,17.341666666666665,75.07916666666667,1.1625
2020-07-16,55.1609,1.7249999999999999,0.0131,0,0,54.3023,0.8791,0.859,16.654166666666665,81.87083333333334,1.5291666666666668
2020-07-17,46.159,1.7249999999999999,0.0073,0,0,45.3021,0.8754,0.8569,17.075,80.14583333333333,0.8666666666666667
2020-07-18,52.0557,1.7249999999999999,0.0044,0,0,51.1993,0.873,0.8564,18.241666666666667,62.8875,1.3291666666666666
2020-07-19,45.5766,1.7249999999999999,0.0019,0,0,44.7208,0.8715,0.8553999999999999,19.670833333333334,60.9,0.9791666666666666
2020-07-20,43.8756,1.7249999999999999,1e-4,0,0,43.0206,0.8701,0.855,21.575,59.15,0.9333333333333333
2020-07-21,30.7929,1.7249999999999999,0,0,0,29.9379,0.87,0.855,21.245833333333334,71.42083333333333,1.0125
2020-07-22,46.2621,1.7249999999999999,1e-4,0,0,45.407000000000004,0.87,0.8551,22.008333333333333,68.2375,1.375
2020-07-23,45.2259,1.7249999999999999,0.0014,0,0,44.3705,0.8711,0.8553,22.391666666666666,59.1875,1.4375
2020-07-24,46.3117,1.7249999999999999,0.0046,0,0,45.4559,0.8734999999999999,0.8561,18.3875,74.58333333333333,0.9625
2020-07-25,43.0561,1.7249999999999999,0.0083,0,0,42.2447,0.9219,0.8114,20.53333333333333,65.75416666666666,1.2291666666666667
2020-07-26,44.5143,1.7249999999999999,0.012,0,0,43.6564,0.8787,0.8583000000000001,20.8875,69.26666666666667,1.3875
2020-07-27,45.0849,1.7249999999999999,0.019200000000000002,0,0,44.2247,0.8839,0.8603000000000001,22.725,62.270833333333336,1.4958333333333333
2020-07-28,41.4012,1.7249999999999999,0.0236,0,0,40.5401,0.8876,0.861,23.3375,65,1.3375
2020-07-29,38.3244,1.7249999999999999,0.0328,0,0,37.46,0.8934,0.8644,22.495833333333334,59.458333333333336,1.025
2020-07-30,37.462,4.135,0.4276,0,9.5079,30.891099999999998,7.4994,6.5709,23.370833333333334,56.5625,0.8458333333333333
2020-07-31,43.1721,4.177,0.4827,0,9.5455,36.6063,7.6395,6.5659,26.229166666666668,60.3125,0.8666666666666667
2020-08-01,46.0401,3.786,0.6031,0,7.3806,40.8582,6.5877,5.182,24.445833333333333,65.2375,1.3416666666666666
2020-08-02,39.3697,3.412,0.6826,0,9.5891,32.993,7.3068,6.3767,19.554166666666667,86.68333333333334,0.9083333333333333
